    #Muestra numJDBCCount numHTTPCount     numHTTPQ
           0            1            5          885
           1            1            5          823
           2            0            5          964
           3            2            5          922
           4            1            5         1029
           5            1            5          959
           6            3            5         1037
           7            0            5         1000
           8            2            5         1048
           9            0            5          999
          10            0            5          946
          11            2            5         1023
          12            0            5         1014
          13            0            5          996
          14            0            5          960
          15            0            5         1037
          16            3            5         1027
          17            1            5         1001
          18            0            5          993
          19            3            5          940
          20            0            5         1011
          21            2            5          980
          22            0            5          991
          23            0            5          943
          24            0            5          964
          25            0            5          954
          26            0            5          918
          27            1            5          972
          28            0            5          908
          29            1            5          965
          30            1            5          913
          31            0            5          953
          32            1            5         1011
          33            1            5          983
          34            1            5          981
          35            0            5          989
          36            0            5          944
          37            3            5         1012
          38            1            5         1032
          39            2            5          978
          40            2            5         1021
          41            0            5         1030
          42            0            5         1000
          43            2            5         1003
          44            0            5          997
          45            1            5          949
          46            0            5         1020
          47            0            5         1013
          48            0            5          976
          49            0            5         1025
          50            0            5         1051
          51            2            5         1014
          52            1            5         1061
          53            1            5         1114
          54            0            5         1074
          55            1            5         1244
          56            1            5         1378
          57            0            5         1367
          58            1            5         1490
          59            3            5         1626
          60            0            5         1598
          61            1            5         1759
          62            2            5         1750
          63            1            5         1652
          64            5            5         1712
          65            1            5         1634
          66            0            5         1696
          67            0            5         1550
          68            1            5         1427
          69            1            5         1382
          70            1            5         1283
          71            1            5         1323
          72            1            4         1207
          73            1            5         1133
          74            2            5         1095
          75            1            5         1058
          76            0            5         1060
          77            0            5         1036
          78            0            5         1028
          79            1            5         1014
          80            0            5         1030
          81            0            5          999
          82            0            5          992
          83            2            5          992
          84            0            5          949
          85            0            5         1053
          86            0            5         1014
          87            0            5          973
          88            1            5          979
          89            0            5          980
          90            0            5         1028
          91            2            5          996
          92            1            5         1021
          93            2            5         1004
          94            0            5          955
          95            0            5         1037
          96            3            5         1013
          97            0            5         1007
          98            3            5         1182
          99            2            5         1136
         100            1            5         1100
         101            1            5         1077
         102            1            5         1016
         103            0            5         1052
         104            0            5         1002
         105            0            5         1017
         106            0            5         1012
         107            0            5         1046
         108            3            5         1040
         109            0            5          993
         110            5            5          992
         111            0            5         1034
         112            0            5          969
         113            1            5         1048
         114            0            5         1054
         115            1            5         1114
         116            2            5         1094
         117            1            5         1196
         118            0            5         1290
         119            0            5         1404
         120            1            4         1393
         121            0            5         1536
         122            0            5         1607
         123            0            5         1779
         124            2            5         1756
         125            2            5         1795
         126            2            5         1765
         127            0            5         1777
         128            1            5         1767
         129            1            5         1739
         130            1            5         1633
         131            1            5         1719
         132            2            5         1609
         133            4            5         1524
         134            1            5         1568
         135            0            5         1529
         136            2            5         1387
         137            1            5         1324
         138            0            5         1244
         139            1            5         1235
         140            0            5         1142
         141            0            5         1151
         142            2            5         1092
         143            1            5         1139
         144            0            5         1062
         145            0            5         1047
         146            0            5         1075
         147            2            5         1033
         148            1            5         1029
         149            1            5         1011
         150            0            5         1021
         151            0            5         1078
         152            2            5         1027
         153            0            5          990
         154            0            5          981
         155            1            5          983
         156            0            5         1042
         157            1            5          983
