    #Muestra numJDBCCount numHTTPCount     numHTTPQ
         158            0            5         1059
         159            1            5         1010
         160            1            5         1057
         161            2            5         1088
         162            1            5         1030
         163            4            5         1029
         164            0            5         1013
         165            0            5         1056
         166            1            5         1011
         167            1            5         1042
         168            2            5         1025
         169            3            5         1026
         170            0            5         1037
         171            0            5         1076
         172            1            5         1026
         173            1            5         1034
         174            3            5         1030
         175            1            5         1043
         176            0            5         1077
         177            0            5         1030
         178            0            5         1073
         179            1            5         1080
         180            0            5         1121
         181            1            5         1149
         182            0            5         1223
         183            1            5         1191
         184            0            5         1258
         185            1            5         1376
         186            1            5         1447
         187            1            5         1528
         188            1            5         1636
         189            0            5         1572
         190            0            5         1654
         191            0            5         1692
         192            1            5         1673
         193            1            5         1754
         194            0            5         1673
         195            0            5         1705
         196            1            5         1669
         197            2            5         1599
         198            0            5         1644
         199            0            5         1646
         200            0            5         1557
         201            2            5         1547
         202            4            5         1466
         203            0            5         1432
         204            0            5         1443
         205            0            5         1338
         206            1            5         1343
         207            1            5         1301
         208            0            5         1220
         209            1            5         1224
         210            1            5         1207
         211            2            5         1226
         212            2            5         1162
         213            4            5         1178
         214            1            5         1107
         215            0            5         1172
         216            0            5         1135
         217            0            5         1148
         218            0            5         1067
         219            0            5         1097
         220            0            5         1072
         221            1            5         1094
         222            0            5         1109
         223            0            5         1105
         224            1            5         1049
         225            1            5         1087
         226            0            5         1097
         227            0            5         1116
         228            0            5         1058
         229            1            5         1094
         230            1            5         1098
         231            1            5         1049
         232            2            5         1065
         233            1            5         1005
         234            0            5         1025
         235            0            5         1035
         236            0            5          981
         237            1            5          989
         238            0            5         1006
         239            0            5         1024
         240            2            5         1066
         241            2            5         1025
         242            0            5         1088
         243            0            5         1066
         244            2            5         1132
         245            0            5         1100
         246            1            5         1155
         247            2            5         1180
         248            0            5         1211
         249            1            5         1312
         250            0            5         1298
         251            0            5         1400
         252            2            5         1472
         253            0            5         1447
         254            0            5         1537
         255            0            5         1587
         256            0            5         1623
         257            0            5         1701
         258            4            5         1644
         259            0            5         1659
         260            1            5         1579
         261            1            5         1472
         262            1            5         1533
         263            0            5         1531
         264            0            5         1411
         265            1            5         1449
         266            0            5         1266
         267            2            5         1313
         268            1            5         1287
         269            0            5         1201
         270            0            5         1220
         271            2            5         1181
         272            0            5         1150
         273            0            5         1158
         274            4            5         1173
         275            0            5         1093
         276            0            5         1085
         277            1            5         1078
         278            1            5         1106
         279            1            5         1075
         280            0            5         1034
         281            1            5         1054
         282            1            5         1010
         283            4            5         1042
         284            0            5         1087
         285            1            5         1024
         286            2            5         1042
         287            0            5         1022
         288            1            5         1010
         289            1            5         1050
         290            2            5          995
         291            2            5         1023
         292            3            5         1017
         293            0            5         1025
         294            0            5         1024
         295            0            5         1017
         296            1            5          966
         297            0            5          927
         298            1            5          871
         299            1            5          872
         300            1            5          888
         301            0            5          837
         302            2            5          836
         303            1            5          814
         304            0            5          811
         305            2            5          795
         306            3            5          763

TOT.MUESTRAS        MEDIA:
         307     0,843648      4,99349      1169,14
