    #Muestra numJDBCCount numHTTPCount     numHTTPQ
           0            0            5            5
           1            0            0            2
           2            0            3            0
           3            0            5            0
           4            1            0            0
           5            0            5            3
           6            1            5            2
           7            0            5            0
           8            0            0            0
           9            1            0            2
          10            0            0            0
          11            0            0            0
          12            0            0            0
          13            0            3            0
          14            0            3            0
          15            0            5            4
          16            1            5            1
          17            2            1            0
          18            0            5            4
          19            0            2            1
          20            0            4            1
          21            0            0            0
          22            0            2            4
          23            0            3            0
          24            1            2            0
          25            0            5            4
          26            0            1            1
          27            1            5            0
          28            1            1            5
          29            0            5            1
          30            0            2            2
          31            0            0            2
          32            0            0            0
          33            1            2            0
          34            1            4            4
          35            0            1            1
          36            1            5            3
          37            1            1            0
          38            0            2            0
          39            0            0            7
          40            0            5            3
          41            1            4            0
          42            0            1            0
          43            2            0            6
          44            1            3            1
          45            1            5            1
          46            2            0            0
          47            0            4            0
          48            0            0            0
          49            0            5            1
          50            0            2            0
          51            0            4            1
          52            1            1            0
          53            1            0            0

TOT.MUESTRAS        MEDIA:
          54     0,407407      2,42593      1,33333
